article;name;width_mm;length_mm;dimension_unit;weight_value;weight_unit;type_code;image_path;price
о00171;Закладка для книги;79.0;23.0;;0;гр;59;о00171.jpg;39.00
шз00024;Заклепка для одежды Сердечко;16.0;15.0;;0;гр;60;шз00024.jpg;9.00
шз00020;Заклепки для одежды;9.0;7.0;;0;гр;60;шз00020.jpg;8.00
шз00002;Заклепки для одежды круглые (10 шт);3.0;2.0;;0;гр;60;шз00002.jpg;6.00
шз00018;Заклепки для одежды овальные;8.0;5.0;;0;гр;60;шз00018.jpg;8.00
з00073;Замок карабин (10 шт);12.0;7.0;;0;гр;61;з00073.jpg;36.00
з00074;Замок карабин (10 шт) ;14.0;8.0;;0;гр;61;з00074.jpg;36.00
з00003;Замок карабин;12.0;6.0;;0;гр;61;з00003.jpg;36.00
к00049;Кольцо разъемное (50 шт);3.0;0.8;;0;гр;62;к00049.jpg;16.00
к00042;Кольцо разъемное (50 шт);5.0;0.8;;0;гр;62;к00042.jpg;15.00
к00041;Кольцо разъемное (50 шт);8.0;0.8;;0;гр;62;к00041.jpg;14.00
кн00081;Коннектор круглый под заливку;25.0;19.0;;0;гр;63;кн00081.jpg;11.00
кн00083;Коннектор овальный под заливку;28.5;15.5;;0;гр;63;кн00083.jpg;10.00
кн00065;Коннектор Очки;29.0;10.0;;0;гр;63;кн00065.jpg;6.00
кн00005;Коннектор Цветы;16.0;15.0;;0;гр;63;кн00005.jpg;4.00
зк00020;Кримпы шарики (100 шт);2.0;2.0;;0;гр;58;зк00020.jpg;7.00
зк00046;Крышечки для кримпов;5.0;5.0;;0;гр;58;зк00046.jpg;17.00
о00088;Мемори-проволока для браслета;55.0;0.6;;0;гр;64;о00088.jpg;9.00
о00184;Основа для броши;20.0;5.0;;0;гр;65;о00184.jpg;19.00
о00182;Основа для заколки с сеттингом;50.0;14.0;;0;гр;56;о00182.jpg;29.00
о00181;Основа для заколки с сеттингом;67.0;28.0;;0;гр;56;о00181.jpg;38.00
о00150;Основа для кольца безразмерная;16.0;6.0;;0;гр;66;о00150.jpg;5.00
о00180;Основа для невидимки с сеттингом;16.0;62.0;;0;гр;56;о00180.jpg;16.00
ш00014;Основа для серег с сеттингом;32.0;20.0;;0;гр;55;ш00014.jpg;36.00
ш00066;Основы для клипс с площадкой;18.0;10.0;;0;гр;55;ш00066.jpg;12.00
пн00089;Пины гвоздики;26.0;0.8;;0;гр;67;пн00089.jpg;23.00
пн00086;Пины с петелькой;30.0;0.7;;0;гр;67;пн00086.jpg;25.00
пм00387;Подвеска Dream;18.0;15.0;;0;гр;68;пм00387.jpg;3.00
пм00376;Подвеска Бабочка;15.0;10.0;;0;гр;68;пм00376.jpg;3.00
пм00377;Подвеска Бабочка;20.0;20.0;;0;гр;68;пм00377.jpg;6.00
пм00367;Подвеска Бабочка;21.0;11.0;;0;гр;68;пм00367.jpg;3.00
пм00307;Подвеска Божья коровка;13.0;8.0;;0;гр;68;пм00307.jpg;3.00
пм00344;Подвеска Бумажный самолетик;17.0;19.0;;0;гр;68;пм00344.jpg;4.00
пм00365;Подвеска Гитара;21.0;9.0;;0;гр;68;пм00365.jpg;3.00
пм00379;Подвеска Гитара;26.0;9.0;;0;гр;68;пм00379.jpg;3.00
пм00358;Подвеска Девочка в шляпке;27.0;11.0;;0;гр;68;пм00358.jpg;3.00
пм00343;Подвеска Колечко;17.0;11.0;;0;гр;68;пм00343.jpg;8.00
пм00333;Подвеска Корона;13.0;10.0;;0;гр;68;пм00333.jpg;3.00
пм00391;Подвеска Кролик;20.0;15.0;;0;гр;68;пм00391.jpg;4.00
пм00262;Подвеска Круасан;28.0;11.0;;0;гр;68;пм00262.jpg;7.00
пм00390;Подвеска Ладошка;13.0;13.0;;0;гр;68;пм00390.jpg;4.00
пм00389;Подвеска Листик ажурный;19.0;11.0;;0;гр;68;пм00389.jpg;3.00
пм00392;Подвеска Листочек;19.0;7.0;;0;гр;68;пм00392.jpg;3.00
пм00337;Подвеска Лошадка;20.0;15.0;;0;гр;68;пм00337.jpg;4.00
пм00312;Подвеска Лошадь;21.0;18.0;;0;гр;68;пм00312.jpg;6.00
пм00396;Подвеска Ножницы;13.0;29.5;;0;гр;68;пм00396.jpg;5.00
пм00382;Подвеска Нотка;24.0;14.0;;0;гр;68;пм00382.jpg;4.00
пм00336;Подвеска Олененок;19.0;8.0;;0;гр;68;пм00336.jpg;5.00
пм00360;Подвеска Перо;77.0;27.0;;0;гр;68;пм00360.jpg;15.00
пм00383;Подвеска Перышко;22.0;5.0;;0;гр;68;пм00383.jpg;3.00
пм00375;Подвеска Письмо;18.0;12.0;;0;гр;68;пм00375.jpg;3.00
пм00351;Подвеска Птичка;25.0;12.0;;0;гр;68;пм00351.jpg;4.00
пм00395;Подвеска Ракушка;21.0;11.0;;0;гр;68;пм00395.jpg;7.00
пм00331;Подвеска Рождественские леденцы;19.0;17.0;;0;гр;68;пм00331.jpg;9.00
пм00141;Подвеска Рождественский леденец;27.0;9.0;;0;гр;68;пм00141.jpg;4.00
пм00368;Подвеска Слоники;18.0;17.0;;0;гр;68;пм00368.jpg;3.00
пм00380;Подвеска Солнышко на облачке;21.0;16.0;;0;гр;68;пм00380.jpg;3.00
пм00364;Подвеска Тыква;18.0;16.0;;0;гр;68;пм00364.jpg;5.00
пм00356;Подвеска Фея;25.0;14.0;;0;гр;68;пм00356.jpg;4.00
пм00326;Подвеска Черепашка;15.0;13.0;;0;гр;68;пм00326.jpg;6.00
пм00345;Подвеска Черепашка;17.0;19.0;;0;гр;68;пм00345.jpg;4.00
пм00329;Подвеска Щенок;16.0;15.0;;0;гр;68;пм00329.jpg;4.00
пм00334;Подвеска Эйфелева башня;13.0;5.0;;0;гр;68;пм00334.jpg;3.00
пм00144;Подвеска Эйфелева башня;24.0;8.0;;0;гр;68;пм00144.jpg;7.00
пм00350;Подвеска Яхта;23.0;17.0;;0;гр;68;пм00350.jpg;3.00
ш00075;Пуссеты под заливку;14.0;14.0;;0;гр;55;ш00075.jpg;32.00
ш00092;Пуссеты с круглой площадкой;12.0;6.0;;0;гр;55;ш00092.jpg;4.00
рк00095;Рамка для эпоксидной смолы Бабочка ;31.0;35.0;;0;гр;54;рк00095.jpg;17.00
рк00098;Рамка для эпоксидной смолы Капля;21.0;34.0;;0;гр;54;рк00098.jpg;17.00
рк00092;Рамка для эпоксидной смолы Кошка;20.0;36.0;;0;гр;54;рк00092.jpg;17.00
рк00097;Рамка для эпоксидной смолы Овал;24.0;39.0;;0;гр;54;рк00097.jpg;17.00
рк00093;Рамка для эпоксидной смолы Прямоугольник;21.0;34.0;;0;гр;54;рк00093.jpg;17.00
рк00096;Рамка для эпоксидной смолы Ромб;25.0;40.0;;0;гр;54;рк00096.jpg;17.00
рк00094;Рамка для эпоксидной смолы Сердце;31.0;34.0;;0;гр;54;рк00094.jpg;17.00
рк00086;Рамочка для кабошона;16.0;60.0;;0;гр;54;рк00086.jpg;48.00
рк00088;Рамочка для кабошона;20.0;36.0;;0;гр;54;рк00088.jpg;20.00
рк00054;Рамочка для кабошона;20.0;23.0;;0;гр;54;рк00054.jpg;14.00
рк00082;Рамочка для кабошона;23.0;27.0;;0;гр;54;рк00082.jpg;15.00
рк00091;Рамочка для кабошона;25.5;28.0;;0;гр;54;рк00091.jpg;19.00
рк00087;Рамочка для кабошона;25.0;29.0;;0;гр;54;рк00087.jpg;14.00
рк00066;Рамочка для кабошона;26.0;23.0;;0;гр;54;рк00066.jpg;16.00
рк00084;Рамочка для кабошона;27.0;30.0;;0;гр;54;рк00084.jpg;15.00
рк00076;Рамочка для кабошона;36.5;21.0;;0;гр;54;рк00076.jpg;18.00
рк00063;Рамочка для кабошона;39.0;29.0;;0;гр;54;рк00063.jpg;15.00
рк00041;Рамочка для кабошона;49.0;31.0;;0;гр;54;рк00041.jpg;42.00
рк00065;Рамочка для кабошона;49.0;33.0;;0;гр;54;рк00065.jpg;42.00
рк00011;Рамочка для кабошона;44.0;39.0;;0;гр;54;рк00011.jpg;32.00
зк00021;Скобы для защиты нити (10 шт);5.0;4.0;;0;гр;58;зк00021.jpg;6.00
з00022;Тоггл витой;16.0;13.0;;0;гр;61;з00022.jpg;7.00
з00059;Тоггл витой;14.0;12.0;;0;гр;61;з00059.jpg;4.00
з00060;Тоггл витой;14.0;20.0;;0;гр;61;з00060.jpg;5.00
з00053;Тоггл витой;19.0;15.0;;0;гр;61;з00053.jpg;7.00
з00063;Тоггл витой;10.0;12.0;;0;гр;61;з00063.jpg;5.00
з00030;Тоггл с завитками;20.0;12.0;;0;гр;61;з00030.jpg;7.00
з00040;Тоггл сердечко (017);21.0;12.0;;0;гр;61;з00040.jpg;7.00
з00070;Тоггл Цветочек;20.0;16.0;;0;гр;61;з00070.jpg;4.00
шб00069;Шапочка для бус;10.0;8.0;;0;гр;69;шб00069.jpg;12.00
шб00023;Шапочка для бус;13.0;4.0;;0;гр;69;шб00023.jpg;7.00
ш00083;Швензы с шариком;18.0;17.0;;0;гр;55;ш00083.jpg;18.00
КП-172-2-14097.002;Кружево плетеное;4.0;13.7;;0;гр;52;КП-172-2-14097.002.jpg;119.00
КП-49-10-5810.002;Кружево плетеное;2.5;13.7;;0;гр;52;КП-49-10-5810.002.jpg;32.00
СЕТ-19-30-8833;Кружево декоративное;3.5;13.7;;0;гр;52;СЕТ-19-30-8833.jpg;28.00
СЕТ-16-5-8863;Кружево декоративное;2.0;13.7;;0;гр;52;СЕТ-16-5-8863.jpg;21.00
СЕТ-7-19-10334;Кружево декоративное;4.5;13.7;;0;гр;52;СЕТ-7-19-10334.jpg;56.00
КП-87-1-9631.001;Кружево плетёное ;7.0;13.7;;0;гр;52;КП-87-1-9631.001.jpg;136.00
КП-60-17-8953.007;Кружево плетеное;4.0;13.7;;0;гр;52;КП-60-17-8953.007.jpg;76.00
КК-118-12-13745.001;Кружево капрон;4.5;45.7;;0;гр;52;КК-118-12-13745.001.jpg;14.00
СЕТ-8-4-9669;Кружево декоративное;5.0;13.7;;0;гр;52;СЕТ-8-4-9669.jpg;77.00
КЛ-154-1-14550;Кружево лен;4.5;13.7;;0;гр;52;КЛ-154-1-14550.jpg;79.00
КС-168-2-14649.011;Кружево стрейч;17.5;18.3;;0;гр;52;КС-168-2-14649.011.jpg;77.00
КЛ-93-11-9928;Кружево лен;1.5;13.7;;0;гр;52;КЛ-93-11-9928.jpg;34.00
КП-167-2-16130.002;Кружево плетеное;5.5;9.1;;0;гр;52;КП-167-2-16130.002.jpg;59.00
КК-126-3-14041.005;Кружево капрон;3.0;45.7;;0;гр;52;КК-126-3-14041.005.jpg;13.00
КЛ-133-1-13325;Кружево лен;4.5;13.7;;0;гр;52;КЛ-133-1-13325.jpg;79.00
КЛ-87-19-9464;Кружево лен;5.0;13.7;;0;гр;52;КЛ-87-19-9464.jpg;77.00
КЛ-83-2-9621;Кружево лен;1.5;13.7;;0;гр;52;КЛ-83-2-9621.jpg;28.00
КЛ-79-17-8835;Кружево лен;3.0;13.7;;0;гр;52;КЛ-79-17-8835.jpg;56.00
КК-104-16843;Кружево капрон;2.0;21.9;;0;гр;52;КК-104-16843.jpg;11.00
КС-84-3-11888.011;Кружево стрейч;2.0;18.3;;0;гр;52;КС-84-3-11888.011.jpg;33.00
КП-143-1-13336.001;Кружево плетеное;4.0;13.7;;0;гр;52;КП-143-1-13336.001.jpg;89.00
КК-115-10-13265.001;Кружево капрон ;4.0;109.7;;0;гр;52;КК-115-10-13265.001.jpg;7.50
СЕТ-17-3-8861;Кружево декоративное;6.0;13.7;;0;гр;52;СЕТ-17-3-8861.jpg;79.00
КС-82-2-11871.013;Кружево стрейч;3.0;13.7;;0;гр;52;КС-82-2-11871.013.jpg;33.00
КЛ-84-1-9622;Кружево лен;1.0;13.7;;0;гр;52;КЛ-84-1-9622.jpg;32.00
КП-106-4-11910.004;Кружево плетеное;6.0;4.6;;0;гр;52;КП-106-4-11910.004.jpg;119.00
КС-81-13-11872.003;Кружево стрейч;2.5;18.3;;0;гр;52;КС-81-13-11872.003.jpg;36.00
КС-74-11-9632.002;Кружево стрейч;6.0;18.3;;0;гр;52;КС-74-11-9632.002.jpg;56.00
КК-51-8-3962.012;Кружево капрон ;4.0;36.6;;0;гр;52;КК-51-8-3962.012.jpg;26.00
КС-97-3-12604.004;Кружево стрейч;3.0;18.3;;0;гр;52;КС-97-3-12604.004.jpg;33.00
КК-28-3-7646.003;Кружево капрон ;4.0;18.3;;0;гр;52;КК-28-3-7646.003.jpg;36.00
КП-48-25-8739.002;Кружево плетеное;3.5;13.7;;0;гр;52;КП-48-25-8739.002.jpg;47.00
КС-15-15-7654.006;Кружево стрейч;14.5;9.1;;0;гр;52;КС-15-15-7654.006.jpg;99.00
КП-9-21-5807.002;Кружево плетеное;1.5;13.7;;0;гр;52;КП-9-21-5807.002.jpg;20.00
КС-172-4-14578.009;Кружево стрейч;7.0;18.3;;0;гр;52;КС-172-4-14578.009.jpg;47.00
КК-10-1-6126;Кружево капрон ;3.7;21.9;;0;гр;52;КК-10-1-6126.jpg;19.00
КК-78-1-16845.002;Кружево капрон ;1.5;21.9;;0;гр;52;КК-78-1-16845.002.jpg;11.00
КЛ-150-3-14549;Кружево лен;5.5;13.7;;0;гр;52;КЛ-150-3-14549.jpg;79.00
КК-88-11-11903.004;Кружево капрон ;3.0;25.0;;0;гр;52;КК-88-11-11903.004.jpg;18.00
КС-134-11-9654.005;Кружево стрейч;3.5;18.3;;0;гр;52;КС-134-11-9654.005.jpg;36.00
КК-56-2-4493.001;Кружево капрон ;2.0;21.9;;0;гр;52;КК-56-2-4493.001.jpg;11.00
КС-42-8-9633.005;Кружево стрейч;8.0;18.3;;0;гр;52;КС-42-8-9633.005.jpg;56.00
КК-109-1-12848.002;Кружево капрон ;5.0;25.0;;0;гр;52;КК-109-1-12848.002.jpg;24.00
КП-169-1-16128.001;Кружево плетеное;7.0;9.1;;0;гр;52;КП-169-1-16128.001.jpg;86.00
КК-36-1-3960.001;Кружево капрон ;4.5;36.6;;0;гр;52;КК-36-1-3960.001.jpg;28.00
СЕТ-34-2-12833;Кружево на сетке;7.0;4.6;;0;гр;52;СЕТ-34-2-12833.jpg;136.00
КП-30-15-8192.001;Кружево плетеное;3.0;9.1;;0;гр;52;КП-30-15-8192.001.jpg;87.00
КП-150-9-14103.001;Кружево плетеное;3.5;13.7;;0;гр;52;КП-150-9-14103.001.jpg;56.00
КС-167-2-6420.027;Кружево стрейч;6.0;13.7;;0;гр;52;КС-167-2-6420.027.jpg;47.00
КП-83-4-8807.004;Кружево плетеное;4.0;13.7;;0;гр;52;КП-83-4-8807.004.jpg;37.00
КП-118-2-12166.002;Кружево плетеное;3.5;13.7;;0;гр;52;КП-118-2-12166.002.jpg;56.00
КС-40-16-1870.007;Кружево стрейч;6.0;13.7;;0;гр;52;КС-40-16-1870.007.jpg;37.00
КП-170-1-16129.001;Кружево плетеное;10.0;9.1;;0;гр;52;КП-170-1-16129.001.jpg;86.00
КЛ-102-1-9991;Кружево лен;1.8;13.7;;0;гр;52;КЛ-102-1-9991.jpg;37.00
КС-23-10-6420.007;Кружево стрейч;6.0;15.5;;0;гр;52;КС-23-10-6420.007.jpg;47.00
КЛ-95-3-10015;Кружево лен;6.0;13.7;;0;гр;52;КЛ-95-3-10015.jpg;87.00
КП-109-13-11911.002;Кружево плетеное;1.7;18.0;;0;гр;52;КП-109-13-11911.002.jpg;36.00
КП-159-2-14501.001;Кружево плетеное;4.0;13.7;;0;гр;52;КП-159-2-14501.001.jpg;97.00
ФК-30-2-14748;Французское кружево;8.0;30.0;;0;гр;52;ФК-30-2-14748.jpg;48.00
КК-13-1-16853.003;Кружево капрон ;1.7;21.9;;0;гр;52;КК-13-1-16853.003.jpg;14.00
КС-54-10-10425.006;Кружево стрейч;7.0;21.9;;0;гр;52;КС-54-10-10425.006.jpg;47.00
КП-51-18-8832.004;Кружево плетеное;2.5;13.7;;0;гр;52;КП-51-18-8832.004.jpg;66.00
КЛ-86-4-9626;Кружево лен;4.5;13.7;;0;гр;52;КЛ-86-4-9626.jpg;79.00
КП-31-26-5809.005;Кружево плетеное;7.0;13.7;;0;гр;52;КП-31-26-5809.005.jpg;79.00
КС-26-8-1871.004;Кружево стрейч;9.0;13.7;;0;гр;52;КС-26-8-1871.004.jpg;66.00
КС-62-2-10637;Кружево стрейч;7.0;18.3;;0;гр;52;КС-62-2-10637.jpg;56.00
КК-52-3-6157.003;Кружево капрон ;5.0;32.9;;0;гр;52;КК-52-3-6157.003.jpg;16.00
КС-223-1-12870;Кружево стрейч;7.5;18.3;;0;гр;52;КС-223-1-12870.jpg;56.00
КЛ-123-2-12600;Кружево лен;7.5;13.7;;0;гр;52;КЛ-123-2-12600.jpg;79.00
КС-95-12-12582.007;Кружево стрейч;8.5;18.3;;0;гр;52;КС-95-12-12582.007.jpg;66.00
КС-79-3-11122.009;Кружево стрейч;2.5;18.3;;0;гр;52;КС-79-3-11122.009.jpg;37.00
КП-165-2-15749.002;Кружево плетеное;7.0;13.7;;0;гр;52;КП-165-2-15749.002.jpg;96.00
КЛ-146-14026;Кружево лен;1.5;13.7;;0;гр;52;КЛ-146-14026.jpg;34.00
КС-80-2-11437;Кружево стрейч;4.0;21.9;;0;гр;52;КС-80-2-11437.jpg;31.00
КС-135-11-13920.009;Кружево стрейч;18.0;18.3;;0;гр;52;КС-135-11-13920.009.jpg;77.00
КРО-42-3-10297;Кружево декоративное;15.0;13.7;;0;гр;52;КРО-42-3-10297.jpg;178.00
КП-97-2-11648;Кружево плетеное;1.5;13.7;;0;гр;52;КП-97-2-11648.jpg;30.00
КЛ-127-3-12773;Кружево лен;8.5;13.7;;0;гр;52;КЛ-127-3-12773.jpg;76.00
КК-55-1-16844.001;Кружево капрон ;1.2;21.9;;0;гр;52;КК-55-1-16844.001.jpg;11.00
КЛ-111-3-11020;Кружево лен;14.0;13.7;;0;гр;52;КЛ-111-3-11020.jpg;106.00
КП-67-10-1857.002;Кружево плетеное;3.0;13.7;;0;гр;52;КП-67-10-1857.002.jpg;47.00
КС-72-2-10470.008;Кружево стрейч;7.5;18.3;;0;гр;52;КС-72-2-10470.008.jpg;67.00
КК-88-9-16854.002;Кружево капрон ;1.5;25.0;;0;гр;52;КК-88-9-16854.002.jpg;14.00
КК-117-7-13764.002;Кружево капрон ;6.0;25.0;;0;гр;52;КК-117-7-13764.002.jpg;34.00
КС-170-6-14674.001;Кружево стрейч;17.0;18.3;;0;гр;52;КС-170-6-14674.001.jpg;77.00
КП-158-14697;Кружево плетеное;2.5;27.4;;0;гр;52;КП-158-14697.jpg;25.40
КЛ-89-2-9463;Кружево лен;1.8;13.7;;0;гр;52;КЛ-89-2-9463.jpg;34.00
КЛ-132-8-12817;Кружево лен;1.0;27.4;;0;гр;52;КЛ-132-8-12817.jpg;19.00
ФК-38-15102;Французское кружево;15.0;30.0;;0;гр;52;ФК-38-15102.jpg;77.00
КС-199-1-15524;Стрейч кружево;17.0;18.3;;0;гр;52;КС-199-1-15524.jpg;81.30
КС-207-1-15526;Кружево стрейч;18.0;18.3;;0;гр;52;КС-207-1-15526.jpg;77.00
КП-139-1-13333.001;Кружево плетеное;7.5;13.7;;0;гр;52;КП-139-1-13333.001.jpg;99.00
КС-190-14519;Кружево стрейч;19.0;18.3;;0;гр;52;КС-190-14519.jpg;77.00
КК-80-16-11862.003;Кружево капрон ;5.0;18.3;;0;гр;52;КК-80-16-11862.003.jpg;46.00
КЛ-128-1-12602;Кружево лен;11.0;13.7;;0;гр;52;КЛ-128-1-12602.jpg;109.00
СЕТ-36-13980;Кружево на сетке;11.5;13.7;;0;гр;52;СЕТ-36-13980.jpg;106.00
КС-186-1-14668.002;Кружево стрейч;17.0;18.3;;0;гр;52;КС-186-1-14668.002.jpg;77.00
КЛ-156-1-14552;Кружево лен;4.5;13.7;;0;гр;52;КЛ-156-1-14552.jpg;66.00
КК-57-1-16846.001;Кружево капрон ;1.2;21.9;;0;гр;52;КК-57-1-16846.001.jpg;11.00
КЛ-140-1-13331;Кружево лен;2.5;13.7;;0;гр;52;КЛ-140-1-13331.jpg;56.00
КП-139-3-13330.002;Кружево плетеное;8.0;13.7;;0;гр;52;КП-139-3-13330.002.jpg;99.00
КК-125-1-14017;Кружево капрон ;1.0;65.8;;0;гр;52;КК-125-1-14017.jpg;21.00
КЛ-98-3-10038;Кружево лен;1.0;13.7;;0;гр;52;КЛ-98-3-10038.jpg;28.00
СЕТ-25-2-12165;Кружево на сетке;9.5;13.7;;0;гр;52;СЕТ-25-2-12165.jpg;109.00
КС-126-13740;Кружево стрейч;17.0;18.3;;0;гр;52;КС-126-13740.jpg;77.00
КС-37-6-9486.002;Кружево стрейч;5.5;18.3;;0;гр;52;КС-37-6-9486.002.jpg;46.00
КК-21-1-4493;Кружево капрон ;1.0;21.9;;0;гр;52;КК-21-1-4493.jpg;11.00
КК-50-8-6909.007;Кружево капрон ;4.0;18.3;;0;гр;52;КК-50-8-6909.007.jpg;36.00
СЕТ-9-1-9668;Кружево декоративное;5.0;13.7;;0;гр;52;СЕТ-9-1-9668.jpg;66.00
ФК-6-1-11014.001;Французское кружево;10.0;9.0;;0;гр;52;ФК-6-1-11014.001.jpg;129.00
КЛ-119-2-12167;Кружево лен;1.5;13.7;;0;гр;52;КЛ-119-2-12167.jpg;34.00
СЕТ-30-12825;Кружево на сетке;6.0;4.6;;0;гр;52;СЕТ-30-12825.jpg;119.00
КС-126-1-13748.001;Кружево стрейч;15.0;18.3;;0;гр;52;КС-126-1-13748.001.jpg;77.00
КК-122-2-13924;Кружево капрон ;4.0;131.6;;0;гр;52;КК-122-2-13924.jpg;24.00
КП-148-2-14104.002;Кружево плетеное;6.0;13.7;;0;гр;52;КП-148-2-14104.002.jpg;109.00
КС-165-3-6420.002;Кружево стрейч;6.0;18.3;;0;гр;52;КС-165-3-6420.002.jpg;47.00
КС-169-9-14673.002;Кружево стрейч;17.5;18.3;;0;гр;52;КС-169-9-14673.002.jpg;77.00
КС-60-3-10633.002;Кружево стрейч;3.5;27.4;;0;гр;52;КС-60-3-10633.002.jpg;18.00
КП-123-3-12618.002;Кружево плетеное;4.5;12.8;;0;гр;52;КП-123-3-12618.002.jpg;87.00
КП-150-1-14089.001;Кружево плетеное;6.0;13.7;;0;гр;52;КП-150-1-14089.001.jpg;136.00
КС-30-12-9046.002;Кружево стрейч;9.0;21.9;;0;гр;52;КС-30-12-9046.002.jpg;66.00
КК-94-3-12678.006;Кружево капрон ;3.5;25.0;;0;гр;52;КК-94-3-12678.006.jpg;19.00
КС-221-13343;Кружево стрейч;14.0;18.3;;0;гр;52;КС-221-13343.jpg;96.00
КК-84-4-11901.008;Кружево капрон ;3.5;18.3;;0;гр;52;КК-84-4-11901.008.jpg;30.00
КС-196-7-14511.002;Кружево стрейч;1.5;32.9;;0;гр;52;КС-196-7-14511.002.jpg;21.00
КК-98-2-12722.001;Кружево капрон ;2.5;131.6;;0;гр;52;КК-98-2-12722.001.jpg;15.00
КЛ-135-1-13332;Кружево лен;2.5;13.7;;0;гр;52;КЛ-135-1-13332.jpg;66.00
КП-164-1-15801;Кружево плетеное;5.5;13.7;;0;гр;52;КП-164-1-15801.jpg;109.00
КС-20-2-7762.003;Стрейч кружево;3.5;9.1;;0;гр;52;КС-20-2-7762.003.jpg;56.00
КК-97-2-12733;Кружево капрон ;2.5;65.8;;0;гр;52;КК-97-2-12733.jpg;28.00
КЛ-139-1-12734;Кружево лен;2.5;13.7;;0;гр;52;КЛ-139-1-12734.jpg;47.00
КЛ-91-1-9652;Кружево лен;2.0;13.7;;0;гр;52;КЛ-91-1-9652.jpg;56.00
КП-163-5909;Кружево плетеное;2.5;13.7;;0;гр;52;КП-163-5909.jpg;47.00
КЛ-130-6-12805;Кружево лен;5.0;13.7;;0;гр;52;КЛ-130-6-12805.jpg;67.00
КЛ-136-1-13321;Кружево лен;10.0;13.7;;0;гр;52;КЛ-136-1-13321.jpg;99.00
КК-123-2-13926;Кружево капрон ;5.0;65.8;;0;гр;52;КК-123-2-13926.jpg;34.00
КЛ-147-1-14092;Кружево лен;10.0;9.1;;0;гр;52;КЛ-147-1-14092.jpg;129.00
КК-96-1-12701.002;Кружево капрон ;2.0;131.6;;0;гр;52;КК-96-1-12701.002.jpg;16.00
КС-173-2-14526.001;Кружево стрейч;16.0;18.3;;0;гр;52;КС-173-2-14526.001.jpg;77.00
КЛ-90-2-9623;Кружево лен;2.0;13.7;;0;гр;52;КЛ-90-2-9623.jpg;47.00
КЛ-155-2-14553;Кружево лен;7.5;13.7;;0;гр;52;КЛ-155-2-14553.jpg;79.00
КРО-76-1-15703;Кружево декоративное;12.0;9.1;;0;гр;52;КРО-76-1-15703.jpg;139.00
КС-125-12-13716.003;Кружево стрейч;17.5;18.3;;0;гр;52;КС-125-12-13716.003.jpg;77.00
ФК-43-1-15108;Французское кружево;17.0;30.0;;0;гр;52;ФК-43-1-15108.jpg;89.00
КС-216-15506;Кружево стрейч;15.0;18.3;;0;гр;52;КС-216-15506.jpg;77.00
КП-10-14-5806.011;Кружево плетеное;1.5;13.7;;0;гр;52;КП-10-14-5806.011.jpg;24.00
КС-29-6-9047.001;Кружево стрейч;5.0;18.3;;0;гр;52;КС-29-6-9047.001.jpg;46.00
КЛ-82-3-9625;Кружево лен;3.5;13.7;;0;гр;52;КЛ-82-3-9625.jpg;56.00
КЛ-152-2-14551;Кружево лен;5.0;13.7;;0;гр;52;КЛ-152-2-14551.jpg;66.00
ФК-37-15105;Французское кружево;7.0;60.0;;0;гр;52;ФК-37-15105.jpg;46.00
КС-64-1-10682.002;Кружево стрейч;14.0;21.9;;0;гр;52;КС-64-1-10682.002.jpg;99.00
КК-54-1-9451.001;Кружево капрон ;1.5;65.8;;0;гр;52;КК-54-1-9451.001.jpg;14.00
КРО-12-10906;Кружево декоративное;6.5;4.6;;0;гр;52;КРО-12-10906.jpg;447.00
КЛ-115-1-11436;Кружево лен;2.5;13.7;;0;гр;52;КЛ-115-1-11436.jpg;47.00
КП-135-12853;Кружево плетеное;8.0;9.1;;0;гр;52;КП-135-12853.jpg;208.00
КС-166-4-6420.003;Кружево стрейч;6.0;21.9;;0;гр;52;КС-166-4-6420.003.jpg;47.00
КП-153-2-14105.001;Кружево плетеное;3.5;13.7;;0;гр;52;КП-153-2-14105.001.jpg;56.00
КРО-77-2-15701;Кружево декоративное;9.0;9.1;;0;гр;52;КРО-77-2-15701.jpg;129.00
ФК-40-15107;Французское кружево;9.0;60.0;;0;гр;52;ФК-40-15107.jpg;56.00
КК-48-3958;Кружево капрон ;1.2;65.8;;0;гр;52;КК-48-3958.jpg;9.00
ФК-4-1-10965;Французское кружево;14.0;9.0;;0;гр;52;ФК-4-1-10965.jpg;149.00
ФК-20-2-13810.002;Французское кружево;20.0;30.0;;0;гр;52;ФК-20-2-13810.002.jpg;99.00
КК-99-3-12721;Кружево капрон ;2.0;131.6;;0;гр;52;КК-99-3-12721.jpg;12.00
КС-145-13915;Кружево стрейч;21.5;18.3;;0;гр;52;КС-145-13915.jpg;77.00
КС-155-13935;Кружево стрейч;15.5;18.3;;0;гр;52;КС-155-13935.jpg;77.00
КП-134-12852;Кружево плетеное;6.5;9.1;;0;гр;52;КП-134-12852.jpg;178.00
КП-64-7-9001.003;Кружево плетеное;5.0;13.7;;0;гр;52;КП-64-7-9001.003.jpg;139.00
КЛ-137-1-13324;Кружево лен;2.5;13.7;;0;гр;52;КЛ-137-1-13324.jpg;56.00
КС-127-2-13747.002;Кружево стрейч;15.0;18.3;;0;гр;52;КС-127-2-13747.002.jpg;77.00
КС-158-13907;Кружево стрейч;2.5;18.3;;0;гр;52;КС-158-13907.jpg;33.00
